player_name,match_id,date,position,minutes_played,passes_attempted,passes_completed,pass_accuracy,xG,xA,touches,progressive_passes,home_team,away_team,league,season,is_home
Walker_Tou_3,Ligue-1_2019-2020_9,2019-09-11,DF,62.0,41,24,60.6,0.033,0.004,69,7,PSG,Toulouse,Ligue-1,2019-2020,0
Hakimi_Tou_4,Ligue-1_2019-2020_9,2019-09-11,DF,70.0,42,33,75.6,0.17,0.031,81,5,PSG,Toulouse,Ligue-1,2019-2020,0
Bellingham_Tou_5,Ligue-1_2019-2020_9,2019-09-11,MF,62.0,16,12,83.5,0.085,0.103,23,2,PSG,Toulouse,Ligue-1,2019-2020,0
Pedri_Tou_6,Ligue-1_2019-2020_9,2019-09-11,MF,62.0,9,9,84.0,0.325,0.23,15,3,PSG,Toulouse,Ligue-1,2019-2020,0
Casemiro_Tou_7,Ligue-1_2019-2020_9,2019-09-11,MF,90.0,24,15,76.0,0.269,0.121,52,3,PSG,Toulouse,Ligue-1,2019-2020,0
Griezmann_Tou_8,Ligue-1_2019-2020_9,2019-09-11,FW,86.0,19,16,81.2,0.024,0.101,41,3,PSG,Toulouse,Ligue-1,2019-2020,0
Lewandowski_Tou_9,Ligue-1_2019-2020_9,2019-09-11,FW,90.0,18,15,93.3,0.352,0.105,24,2,PSG,Toulouse,Ligue-1,2019-2020,0
Griezmann_Tou_10,Ligue-1_2019-2020_9,2019-09-11,FW,70.0,19,11,84.4,0.063,0.007,23,2,PSG,Toulouse,Ligue-1,2019-2020,0
Son_Tou_12,Ligue-1_2019-2020_9,2019-09-11,FW,23.0,8,8,89.7,0.174,0.077,17,0,PSG,Toulouse,Ligue-1,2019-2020,0
Gabriel_Tou_13,Ligue-1_2019-2020_9,2019-09-11,DF,35.0,12,10,91.0,0.055,0.107,18,1,PSG,Toulouse,Ligue-1,2019-2020,0
Oblak_PSG_0,Ligue-1_2019-2020_10,2019-09-14,GK,62.0,21,14,69.7,0.003,0.004,43,3,PSG,Montpellier,Ligue-1,2019-2020,1
Cancelo_PSG_1,Ligue-1_2019-2020_10,2019-09-14,DF,90.0,36,32,81.5,0.037,0.053,72,4,PSG,Montpellier,Ligue-1,2019-2020,1
Dias_PSG_2,Ligue-1_2019-2020_10,2019-09-14,DF,47.0,19,16,86.5,0.077,0.011,27,2,PSG,Montpellier,Ligue-1,2019-2020,1
Davies_PSG_3,Ligue-1_2019-2020_10,2019-09-14,DF,66.0,25,22,83.8,0.048,0.011,50,3,PSG,Montpellier,Ligue-1,2019-2020,1
Saliba_PSG_4,Ligue-1_2019-2020_10,2019-09-14,DF,75.0,32,30,82.8,0.085,0.055,67,7,PSG,Montpellier,Ligue-1,2019-2020,1
Casemiro_PSG_5,Ligue-1_2019-2020_10,2019-09-14,MF,75.0,34,30,80.0,0.517,0.128,82,4,PSG,Montpellier,Ligue-1,2019-2020,1
Pedri_PSG_6,Ligue-1_2019-2020_10,2019-09-14,MF,71.0,33,27,81.4,0.159,0.189,47,6,PSG,Montpellier,Ligue-1,2019-2020,1
Bellingham_PSG_7,Ligue-1_2019-2020_10,2019-09-14,MF,65.0,20,20,89.4,0.177,0.151,58,3,PSG,Montpellier,Ligue-1,2019-2020,1
Salah_PSG_8,Ligue-1_2019-2020_10,2019-09-14,FW,61.0,16,13,83.2,0.193,0.111,20,0,PSG,Montpellier,Ligue-1,2019-2020,1
Salah_PSG_9,Ligue-1_2019-2020_10,2019-09-14,FW,81.0,27,19,79.6,0.037,0.055,59,3,PSG,Montpellier,Ligue-1,2019-2020,1
Lautaro Martinez_PSG_10,Ligue-1_2019-2020_10,2019-09-14,FW,53.0,22,23,89.4,0.67,0.284,62,3,PSG,Montpellier,Ligue-1,2019-2020,1
Valverde_PSG_11,Ligue-1_2019-2020_10,2019-09-14,MF,14.0,5,5,85.9,0.226,0.008,10,0,PSG,Montpellier,Ligue-1,2019-2020,1
Haaland_PSG_12,Ligue-1_2019-2020_10,2019-09-14,FW,29.0,5,4,81.6,0.046,0.167,11,0,PSG,Montpellier,Ligue-1,2019-2020,1
Davies_PSG_13,Ligue-1_2019-2020_10,2019-09-14,DF,17.0,10,7,70.6,0.026,0.001,13,1,PSG,Montpellier,Ligue-1,2019-2020,1
Oblak_Mon_0,Ligue-1_2019-2020_10,2019-09-14,GK,72.0,13,12,92.8,0.172,0.075,27,1,PSG,Montpellier,Ligue-1,2019-2020,0
Marquinhos_Mon_1,Ligue-1_2019-2020_10,2019-09-14,DF,74.0,34,32,81.6,0.044,0.002,74,3,PSG,Montpellier,Ligue-1,2019-2020,0
Saliba_Mon_2,Ligue-1_2019-2020_10,2019-09-14,DF,90.0,60,43,71.7,0.065,0.038,95,6,PSG,Montpellier,Ligue-1,2019-2020,0
Theo Hernandez_Mon_3,Ligue-1_2019-2020_10,2019-09-14,DF,69.0,41,37,88.3,0.022,0.004,67,8,PSG,Montpellier,Ligue-1,2019-2020,0
Saliba_Mon_4,Ligue-1_2019-2020_10,2019-09-14,DF,81.0,53,33,75.8,0.001,0.065,51,3,PSG,Montpellier,Ligue-1,2019-2020,0
Kroos_Mon_5,Ligue-1_2019-2020_10,2019-09-14,MF,69.0,32,23,76.3,0.125,0.507,53,1,PSG,Montpellier,Ligue-1,2019-2020,0
Kroos_Mon_6,Ligue-1_2019-2020_10,2019-09-14,MF,62.0,23,21,84.4,0.026,0.003,43,3,PSG,Montpellier,Ligue-1,2019-2020,0
Pedri_Mon_7,Ligue-1_2019-2020_10,2019-09-14,MF,75.0,16,10,78.4,0.045,0.103,26,1,PSG,Montpellier,Ligue-1,2019-2020,0
Haaland_Mon_8,Ligue-1_2019-2020_10,2019-09-14,FW,45.0,18,17,78.9,0.577,0.083,44,3,PSG,Montpellier,Ligue-1,2019-2020,0
Mbappe_Mon_9,Ligue-1_2019-2020_10,2019-09-14,FW,90.0,54,38,84.2,0.356,0.232,80,3,PSG,Montpellier,Ligue-1,2019-2020,0
Lewandowski_Mon_10,Ligue-1_2019-2020_10,2019-09-14,FW,56.0,13,8,69.3,0.026,0.094,23,1,PSG,Montpellier,Ligue-1,2019-2020,0
Bruno Fernandes_Mon_11,Ligue-1_2019-2020_10,2019-09-14,MF,12.0,5,4,85.2,0.044,0.054,9,0,PSG,Montpellier,Ligue-1,2019-2020,0
Osimhen_Mon_12,Ligue-1_2019-2020_10,2019-09-14,FW,16.0,5,3,70.6,0.102,0.0,7,0,PSG,Montpellier,Ligue-1,2019-2020,0
Hakimi_Mon_13,Ligue-1_2019-2020_10,2019-09-14,DF,14.0,9,6,84.4,0.043,0.017,11,1,PSG,Montpellier,Ligue-1,2019-2020,0
Ederson_Mon_0,Ligue-1_2019-2020_11,2019-09-17,GK,82.0,25,17,83.8,0.001,0.013,36,3,Monaco,PSG,Ligue-1,2019-2020,1
Ramos_Mon_1,Ligue-1_2019-2020_11,2019-09-17,DF,45.0,26,21,78.5,0.008,0.031,34,6,Monaco,PSG,Ligue-1,2019-2020,1
White_Mon_2,Ligue-1_2019-2020_11,2019-09-17,DF,85.0,51,37,76.5,0.01,0.051,91,7,Monaco,PSG,Ligue-1,2019-2020,1
Davies_Mon_3,Ligue-1_2019-2020_11,2019-09-17,DF,89.0,41,32,84.4,0.027,0.016,60,2,Monaco,PSG,Ligue-1,2019-2020,1
Gabriel_Mon_4,Ligue-1_2019-2020_11,2019-09-17,DF,69.0,18,21,78.1,0.028,0.047,52,4,Monaco,PSG,Ligue-1,2019-2020,1
Valverde_Mon_5,Ligue-1_2019-2020_11,2019-09-17,MF,77.0,42,26,78.3,0.329,0.161,54,2,Monaco,PSG,Ligue-1,2019-2020,1
De Bruyne_Mon_6,Ligue-1_2019-2020_11,2019-09-17,MF,64.0,19,21,86.4,0.54,0.225,44,4,Monaco,PSG,Ligue-1,2019-2020,1
Rodri_Mon_7,Ligue-1_2019-2020_11,2019-09-17,MF,57.0,27,23,78.3,0.108,0.005,43,5,Monaco,PSG,Ligue-1,2019-2020,1
Vinicius Jr_Mon_8,Ligue-1_2019-2020_11,2019-09-17,FW,54.0,20,16,84.6,0.5,0.02,22,2,Monaco,PSG,Ligue-1,2019-2020,1
Lautaro Martinez_Mon_9,Ligue-1_2019-2020_11,2019-09-17,FW,56.0,12,8,79.6,0.114,0.028,24,1,Monaco,PSG,Ligue-1,2019-2020,1
Lautaro Martinez_Mon_10,Ligue-1_2019-2020_11,2019-09-17,FW,90.0,21,18,82.7,0.002,0.007,43,3,Monaco,PSG,Ligue-1,2019-2020,1
Pedri_Mon_11,Ligue-1_2019-2020_11,2019-09-17,MF,15.0,8,5,80.3,0.264,0.152,16,0,Monaco,PSG,Ligue-1,2019-2020,1
Kane_Mon_12,Ligue-1_2019-2020_11,2019-09-17,FW,23.0,5,4,82.4,0.063,0.118,14,1,Monaco,PSG,Ligue-1,2019-2020,1
Cancelo_Mon_13,Ligue-1_2019-2020_11,2019-09-17,DF,19.0,10,9,71.1,0.01,0.004,21,2,Monaco,PSG,Ligue-1,2019-2020,1
Ter Stegen_PSG_0,Ligue-1_2019-2020_11,2019-09-17,GK,90.0,18,17,75.5,0.094,0.091,49,3,Monaco,PSG,Ligue-1,2019-2020,0
Gabriel_PSG_1,Ligue-1_2019-2020_11,2019-09-17,DF,87.0,43,41,90.7,0.033,0.003,106,9,Monaco,PSG,Ligue-1,2019-2020,0
Davies_PSG_2,Ligue-1_2019-2020_11,2019-09-17,DF,57.0,21,16,79.0,0.063,0.038,46,4,Monaco,PSG,Ligue-1,2019-2020,0
Walker_PSG_3,Ligue-1_2019-2020_11,2019-09-17,DF,82.0,34,30,79.8,0.031,0.027,48,1,Monaco,PSG,Ligue-1,2019-2020,0
Cancelo_PSG_4,Ligue-1_2019-2020_11,2019-09-17,DF,90.0,43,38,89.5,0.04,0.077,60,1,Monaco,PSG,Ligue-1,2019-2020,0
Casemiro_PSG_5,Ligue-1_2019-2020_11,2019-09-17,MF,58.0,21,19,80.3,0.022,0.064,47,3,Monaco,PSG,Ligue-1,2019-2020,0
Camavinga_PSG_6,Ligue-1_2019-2020_11,2019-09-17,MF,76.0,27,22,75.0,0.148,0.164,67,5,Monaco,PSG,Ligue-1,2019-2020,0
Bellingham_PSG_7,Ligue-1_2019-2020_11,2019-09-17,MF,75.0,29,26,77.2,0.027,0.11,75,7,Monaco,PSG,Ligue-1,2019-2020,0
Lautaro Martinez_PSG_8,Ligue-1_2019-2020_11,2019-09-17,FW,87.0,12,8,75.1,0.18,0.142,20,1,Monaco,PSG,Ligue-1,2019-2020,0
Haaland_PSG_9,Ligue-1_2019-2020_11,2019-09-17,FW,85.0,25,20,95.0,0.017,0.053,32,3,Monaco,PSG,Ligue-1,2019-2020,0
Son_PSG_10,Ligue-1_2019-2020_11,2019-09-17,FW,90.0,38,22,66.4,0.165,0.094,52,7,Monaco,PSG,Ligue-1,2019-2020,0
Pedri_PSG_11,Ligue-1_2019-2020_11,2019-09-17,MF,32.0,12,8,79.9,0.106,0.169,19,1,Monaco,PSG,Ligue-1,2019-2020,0
Lewandowski_PSG_12,Ligue-1_2019-2020_11,2019-09-17,FW,29.0,5,4,90.4,0.255,0.027,10,0,Monaco,PSG,Ligue-1,2019-2020,0
Stones_PSG_13,Ligue-1_2019-2020_11,2019-09-17,DF,25.0,8,8,95.0,0.025,0.017,15,1,Monaco,PSG,Ligue-1,2019-2020,0
Ederson_Ars_0,Premier-League_2020-2021_1,2020-08-18,GK,62.0,15,12,89.3,0.117,0.047,23,1,Arsenal,Chelsea,Premier-League,2020-2021,1
Van Dijk_Ars_1,Premier-League_2020-2021_1,2020-08-18,DF,90.0,21,25,93.4,0.028,0.07,45,1,Arsenal,Chelsea,Premier-League,2020-2021,1
Dias_Ars_2,Premier-League_2020-2021_1,2020-08-18,DF,83.0,35,32,86.0,0.005,0.025,82,4,Arsenal,Chelsea,Premier-League,2020-2021,1
Van Dijk_Ars_3,Premier-League_2020-2021_1,2020-08-18,DF,52.0,33,27,95.0,0.023,0.007,46,3,Arsenal,Chelsea,Premier-League,2020-2021,1
Hakimi_Ars_4,Premier-League_2020-2021_1,2020-08-18,DF,90.0,27,26,77.0,0.025,0.064,72,1,Arsenal,Chelsea,Premier-League,2020-2021,1
Bruno Fernandes_Ars_5,Premier-League_2020-2021_1,2020-08-18,MF,80.0,16,13,82.5,0.188,0.501,31,2,Arsenal,Chelsea,Premier-League,2020-2021,1
Rodri_Ars_6,Premier-League_2020-2021_1,2020-08-18,MF,79.0,26,23,82.5,0.293,0.24,66,1,Arsenal,Chelsea,Premier-League,2020-2021,1
Valverde_Ars_7,Premier-League_2020-2021_1,2020-08-18,MF,77.0,17,17,82.8,0.15,0.149,39,2,Arsenal,Chelsea,Premier-League,2020-2021,1
Griezmann_Ars_8,Premier-League_2020-2021_1,2020-08-18,FW,60.0,5,4,75.5,0.027,0.052,9,0,Arsenal,Chelsea,Premier-League,2020-2021,1
Saka_Ars_9,Premier-League_2020-2021_1,2020-08-18,FW,57.0,12,13,93.0,0.146,0.052,28,2,Arsenal,Chelsea,Premier-League,2020-2021,1
Son_Ars_10,Premier-League_2020-2021_1,2020-08-18,FW,72.0,21,18,93.4,0.088,1.059,44,4,Arsenal,Chelsea,Premier-League,2020-2021,1
Pedri_Ars_11,Premier-League_2020-2021_1,2020-08-18,MF,16.0,5,4,74.4,0.336,0.246,11,0,Arsenal,Chelsea,Premier-League,2020-2021,1
Salah_Ars_12,Premier-League_2020-2021_1,2020-08-18,FW,12.0,5,4,81.7,0.063,0.035,10,0,Arsenal,Chelsea,Premier-League,2020-2021,1
Davies_Ars_13,Premier-League_2020-2021_1,2020-08-18,DF,11.0,6,5,86.4,0.025,0.003,10,1,Arsenal,Chelsea,Premier-League,2020-2021,1
Courtois_Che_0,Premier-League_2020-2021_1,2020-08-18,GK,89.0,18,20,81.8,0.263,0.047,40,5,Arsenal,Chelsea,Premier-League,2020-2021,0
Cancelo_Che_1,Premier-League_2020-2021_1,2020-08-18,DF,62.0,11,11,90.9,0.109,0.084,23,1,Arsenal,Chelsea,Premier-League,2020-2021,0
Hakimi_Che_2,Premier-League_2020-2021_1,2020-08-18,DF,90.0,39,40,91.3,0.172,0.04,102,3,Arsenal,Chelsea,Premier-League,2020-2021,0
Stones_Che_3,Premier-League_2020-2021_1,2020-08-18,DF,79.0,39,26,82.6,0.003,0.025,70,2,Arsenal,Chelsea,Premier-League,2020-2021,0
Van Dijk_Che_4,Premier-League_2020-2021_1,2020-08-18,DF,79.0,48,35,82.8,0.056,0.059,99,7,Arsenal,Chelsea,Premier-League,2020-2021,0
Odegaard_Che_5,Premier-League_2020-2021_1,2020-08-18,MF,87.0,46,39,83.6,0.122,0.139,102,5,Arsenal,Chelsea,Premier-League,2020-2021,0
Kroos_Che_6,Premier-League_2020-2021_1,2020-08-18,MF,67.0,22,20,77.7,0.056,0.037,30,3,Arsenal,Chelsea,Premier-League,2020-2021,0
Bellingham_Che_7,Premier-League_2020-2021_1,2020-08-18,MF,64.0,34,22,89.4,0.18,0.36,24,3,Arsenal,Chelsea,Premier-League,2020-2021,0
Osimhen_Che_8,Premier-League_2020-2021_1,2020-08-18,FW,90.0,19,13,74.6,0.258,0.436,35,3,Arsenal,Chelsea,Premier-League,2020-2021,0
Osimhen_Che_9,Premier-League_2020-2021_1,2020-08-18,FW,90.0,18,15,83.7,0.221,0.061,33,2,Arsenal,Chelsea,Premier-League,2020-2021,0
Vinicius Jr_Che_10,Premier-League_2020-2021_1,2020-08-18,FW,90.0,32,24,95.0,0.099,0.04,60,4,Arsenal,Chelsea,Premier-League,2020-2021,0
Pedri_Che_11,Premier-League_2020-2021_1,2020-08-18,MF,12.0,9,8,95.0,0.276,0.126,16,1,Arsenal,Chelsea,Premier-League,2020-2021,0
Griezmann_Che_12,Premier-League_2020-2021_1,2020-08-18,FW,29.0,6,4,81.5,0.542,0.144,9,0,Arsenal,Chelsea,Premier-League,2020-2021,0
Stones_Che_13,Premier-League_2020-2021_1,2020-08-18,DF,11.0,5,4,81.3,0.104,0.038,8,0,Arsenal,Chelsea,Premier-League,2020-2021,0
Alisson_Ars_0,Premier-League_2020-2021_2,2020-08-21,GK,90.0,13,9,88.8,0.021,0.036,19,3,Arsenal,Liverpool,Premier-League,2020-2021,1
Theo Hernandez_Ars_1,Premier-League_2020-2021_2,2020-08-21,DF,70.0,26,22,81.2,0.004,0.01,37,5,Arsenal,Liverpool,Premier-League,2020-2021,1
Robertson_Ars_2,Premier-League_2020-2021_2,2020-08-21,DF,85.0,38,30,84.0,0.012,0.066,58,6,Arsenal,Liverpool,Premier-League,2020-2021,1
Marquinhos_Ars_3,Premier-League_2020-2021_2,2020-08-21,DF,90.0,29,36,69.4,0.058,0.04,101,9,Arsenal,Liverpool,Premier-League,2020-2021,1
Dias_Ars_4,Premier-League_2020-2021_2,2020-08-21,DF,46.0,22,20,87.4,0.386,0.04,50,3,Arsenal,Liverpool,Premier-League,2020-2021,1
Valverde_Ars_5,Premier-League_2020-2021_2,2020-08-21,MF,74.0,38,39,89.8,0.073,0.405,76,8,Arsenal,Liverpool,Premier-League,2020-2021,1
Bellingham_Ars_6,Premier-League_2020-2021_2,2020-08-21,MF,45.0,9,6,73.3,0.032,0.107,17,2,Arsenal,Liverpool,Premier-League,2020-2021,1
Gavi_Ars_7,Premier-League_2020-2021_2,2020-08-21,MF,73.0,60,49,84.2,0.075,0.041,115,9,Arsenal,Liverpool,Premier-League,2020-2021,1
Mbappe_Ars_8,Premier-League_2020-2021_2,2020-08-21,FW,81.0,29,29,85.8,0.939,0.175,65,3,Arsenal,Liverpool,Premier-League,2020-2021,1
Griezmann_Ars_9,Premier-League_2020-2021_2,2020-08-21,FW,90.0,24,29,74.7,0.186,0.022,90,9,Arsenal,Liverpool,Premier-League,2020-2021,1
Griezmann_Ars_10,Premier-League_2020-2021_2,2020-08-21,FW,90.0,30,27,91.7,0.099,0.018,55,4,Arsenal,Liverpool,Premier-League,2020-2021,1
Gavi_Ars_11,Premier-League_2020-2021_2,2020-08-21,MF,25.0,11,7,77.6,0.011,0.742,22,0,Arsenal,Liverpool,Premier-League,2020-2021,1
Mbappe_Ars_12,Premier-League_2020-2021_2,2020-08-21,FW,22.0,5,3,67.6,0.228,0.535,9,0,Arsenal,Liverpool,Premier-League,2020-2021,1
Gabriel_Ars_13,Premier-League_2020-2021_2,2020-08-21,DF,19.0,5,3,70.7,0.012,0.221,7,0,Arsenal,Liverpool,Premier-League,2020-2021,1
Ter Stegen_Liv_0,Premier-League_2020-2021_2,2020-08-21,GK,77.0,31,22,71.1,0.047,0.019,37,6,Arsenal,Liverpool,Premier-League,2020-2021,0
Stones_Liv_1,Premier-League_2020-2021_2,2020-08-21,DF,62.0,26,19,83.1,0.05,0.001,36,3,Arsenal,Liverpool,Premier-League,2020-2021,0
Saliba_Liv_2,Premier-League_2020-2021_2,2020-08-21,DF,90.0,52,40,77.9,0.016,0.035,93,7,Arsenal,Liverpool,Premier-League,2020-2021,0
Gabriel_Liv_3,Premier-League_2020-2021_2,2020-08-21,DF,76.0,47,38,69.9,0.047,0.047,68,7,Arsenal,Liverpool,Premier-League,2020-2021,0
Marquinhos_Liv_4,Premier-League_2020-2021_2,2020-08-21,DF,63.0,20,15,75.6,0.078,0.01,35,2,Arsenal,Liverpool,Premier-League,2020-2021,0
Rodri_Liv_5,Premier-League_2020-2021_2,2020-08-21,MF,76.0,49,45,91.2,0.388,0.026,76,9,Arsenal,Liverpool,Premier-League,2020-2021,0
Modric_Liv_6,Premier-League_2020-2021_2,2020-08-21,MF,45.0,19,12,64.4,0.006,0.061,35,3,Arsenal,Liverpool,Premier-League,2020-2021,0
Kroos_Liv_7,Premier-League_2020-2021_2,2020-08-21,MF,85.0,20,22,84.3,0.324,0.085,35,3,Arsenal,Liverpool,Premier-League,2020-2021,0
Haaland_Liv_8,Premier-League_2020-2021_2,2020-08-21,FW,62.0,7,5,74.7,0.068,0.008,13,1,Arsenal,Liverpool,Premier-League,2020-2021,0
Rashford_Liv_9,Premier-League_2020-2021_2,2020-08-21,FW,80.0,19,16,73.5,0.133,0.264,32,3,Arsenal,Liverpool,Premier-League,2020-2021,0
Haaland_Liv_10,Premier-League_2020-2021_2,2020-08-21,FW,68.0,12,10,82.3,0.664,0.047,24,2,Arsenal,Liverpool,Premier-League,2020-2021,0
Rice_Liv_11,Premier-League_2020-2021_2,2020-08-21,MF,13.0,7,6,77.1,0.014,0.009,14,0,Arsenal,Liverpool,Premier-League,2020-2021,0
Mbappe_Liv_12,Premier-League_2020-2021_2,2020-08-21,FW,32.0,6,6,87.5,0.39,0.06,13,1,Arsenal,Liverpool,Premier-League,2020-2021,0
Cancelo_Liv_13,Premier-League_2020-2021_2,2020-08-21,DF,17.0,5,3,79.9,0.009,0.05,8,0,Arsenal,Liverpool,Premier-League,2020-2021,0
Ter Stegen_Ars_0,Premier-League_2020-2021_3,2020-08-24,GK,72.0,13,7,64.1,0.012,0.004,27,2,Arsenal,Manchester City,Premier-League,2020-2021,1
Dias_Ars_1,Premier-League_2020-2021_3,2020-08-24,DF,80.0,53,42,79.4,0.115,0.026,88,8,Arsenal,Manchester City,Premier-League,2020-2021,1
Stones_Ars_2,Premier-League_2020-2021_3,2020-08-24,DF,45.0,26,23,91.0,0.03,0.003,54,3,Arsenal,Manchester City,Premier-League,2020-2021,1
White_Ars_3,Premier-League_2020-2021_3,2020-08-24,DF,57.0,23,18,80.4,0.052,0.015,42,3,Arsenal,Manchester City,Premier-League,2020-2021,1
Dias_Ars_4,Premier-League_2020-2021_3,2020-08-24,DF,90.0,35,30,82.5,0.095,0.028,64,6,Arsenal,Manchester City,Premier-League,2020-2021,1
Valverde_Ars_5,Premier-League_2020-2021_3,2020-08-24,MF,81.0,9,9,86.8,0.043,0.619,18,1,Arsenal,Manchester City,Premier-League,2020-2021,1
Valverde_Ars_6,Premier-League_2020-2021_3,2020-08-24,MF,90.0,26,22,81.8,0.253,0.128,39,4,Arsenal,Manchester City,Premier-League,2020-2021,1
Valverde_Ars_7,Premier-League_2020-2021_3,2020-08-24,MF,71.0,18,15,70.6,0.098,0.106,36,6,Arsenal,Manchester City,Premier-League,2020-2021,1
Lewandowski_Ars_8,Premier-League_2020-2021_3,2020-08-24,FW,58.0,15,12,78.3,0.073,0.008,25,1,Arsenal,Manchester City,Premier-League,2020-2021,1
Rashford_Ars_9,Premier-League_2020-2021_3,2020-08-24,FW,72.0,25,25,90.9,0.042,0.112,52,4,Arsenal,Manchester City,Premier-League,2020-2021,1
Haaland_Ars_10,Premier-League_2020-2021_3,2020-08-24,FW,82.0,21,20,95.0,0.358,0.091,42,3,Arsenal,Manchester City,Premier-League,2020-2021,1
Osimhen_Ars_12,Premier-League_2020-2021_3,2020-08-24,FW,26.0,5,5,81.6,0.101,0.082,12,0,Arsenal,Manchester City,Premier-League,2020-2021,1
Ramos_Ars_13,Premier-League_2020-2021_3,2020-08-24,DF,26.0,5,4,94.5,0.04,0.022,8,0,Arsenal,Manchester City,Premier-League,2020-2021,1
Oblak_Man_0,Premier-League_2020-2021_3,2020-08-24,GK,76.0,30,16,67.1,0.001,0.057,48,4,Arsenal,Manchester City,Premier-League,2020-2021,0
Gabriel_Man_1,Premier-League_2020-2021_3,2020-08-24,DF,90.0,52,48,94.8,0.067,0.017,95,8,Arsenal,Manchester City,Premier-League,2020-2021,0
Walker_Man_2,Premier-League_2020-2021_3,2020-08-24,DF,69.0,22,14,76.7,0.017,0.126,25,1,Arsenal,Manchester City,Premier-League,2020-2021,0
Stones_Man_3,Premier-League_2020-2021_3,2020-08-24,DF,52.0,41,34,82.7,0.001,0.014,98,7,Arsenal,Manchester City,Premier-League,2020-2021,0
Saliba_Man_4,Premier-League_2020-2021_3,2020-08-24,DF,88.0,47,35,74.2,0.012,0.025,73,4,Arsenal,Manchester City,Premier-League,2020-2021,0
Modric_Man_5,Premier-League_2020-2021_3,2020-08-24,MF,75.0,26,25,78.6,0.193,0.082,61,4,Arsenal,Manchester City,Premier-League,2020-2021,0
Gavi_Man_6,Premier-League_2020-2021_3,2020-08-24,MF,70.0,32,26,81.3,0.068,0.3,55,3,Arsenal,Manchester City,Premier-League,2020-2021,0
Valverde_Man_7,Premier-League_2020-2021_3,2020-08-24,MF,90.0,51,36,78.6,0.376,0.028,76,5,Arsenal,Manchester City,Premier-League,2020-2021,0
Lautaro Martinez_Man_8,Premier-League_2020-2021_3,2020-08-24,FW,57.0,30,19,79.8,0.247,0.102,52,3,Arsenal,Manchester City,Premier-League,2020-2021,0
Salah_Man_9,Premier-League_2020-2021_3,2020-08-24,FW,90.0,32,25,70.4,0.842,0.027,59,3,Arsenal,Manchester City,Premier-League,2020-2021,0
Mbappe_Man_10,Premier-League_2020-2021_3,2020-08-24,FW,82.0,14,11,88.6,0.088,0.319,21,2,Arsenal,Manchester City,Premier-League,2020-2021,0
Bellingham_Man_11,Premier-League_2020-2021_3,2020-08-24,MF,45.0,11,9,83.4,0.326,0.203,19,2,Arsenal,Manchester City,Premier-League,2020-2021,0
Vinicius Jr_Man_12,Premier-League_2020-2021_3,2020-08-24,FW,12.0,5,4,84.0,0.098,0.025,9,0,Arsenal,Manchester City,Premier-League,2020-2021,0
Oblak_Ars_0,Premier-League_2020-2021_4,2020-08-27,GK,72.0,18,22,94.2,0.118,0.022,48,5,Arsenal,Manchester United,Premier-League,2020-2021,1
Saliba_Ars_1,Premier-League_2020-2021_4,2020-08-27,DF,68.0,23,23,76.5,0.054,0.053,60,5,Arsenal,Manchester United,Premier-League,2020-2021,1
Dias_Ars_2,Premier-League_2020-2021_4,2020-08-27,DF,83.0,36,32,82.9,0.042,0.075,82,9,Arsenal,Manchester United,Premier-League,2020-2021,1
White_Ars_3,Premier-League_2020-2021_4,2020-08-27,DF,90.0,46,33,73.9,0.003,0.018,101,6,Arsenal,Manchester United,Premier-League,2020-2021,1
Davies_Ars_4,Premier-League_2020-2021_4,2020-08-27,DF,70.0,50,39,75.8,0.048,0.03,98,6,Arsenal,Manchester United,Premier-League,2020-2021,1
Casemiro_Ars_5,Premier-League_2020-2021_4,2020-08-27,MF,85.0,45,29,65.1,0.221,0.338,88,6,Arsenal,Manchester United,Premier-League,2020-2021,1
Camavinga_Ars_6,Premier-League_2020-2021_4,2020-08-27,MF,51.0,19,15,73.9,0.101,0.081,30,2,Arsenal,Manchester United,Premier-League,2020-2021,1
Odegaard_Ars_7,Premier-League_2020-2021_4,2020-08-27,MF,87.0,49,32,80.6,0.096,0.14,75,7,Arsenal,Manchester United,Premier-League,2020-2021,1
Griezmann_Ars_8,Premier-League_2020-2021_4,2020-08-27,FW,61.0,9,7,75.6,0.106,0.042,20,1,Arsenal,Manchester United,Premier-League,2020-2021,1
Lewandowski_Ars_9,Premier-League_2020-2021_4,2020-08-27,FW,84.0,26,21,84.5,0.473,0.005,50,2,Arsenal,Manchester United,Premier-League,2020-2021,1
Vinicius Jr_Ars_10,Premier-League_2020-2021_4,2020-08-27,FW,82.0,29,26,81.5,0.103,0.056,52,4,Arsenal,Manchester United,Premier-League,2020-2021,1
Bruno Fernandes_Ars_11,Premier-League_2020-2021_4,2020-08-27,MF,29.0,8,8,89.8,0.0,0.332,14,0,Arsenal,Manchester United,Premier-League,2020-2021,1
Osimhen_Ars_12,Premier-League_2020-2021_4,2020-08-27,FW,23.0,5,4,82.2,0.015,0.037,10,1,Arsenal,Manchester United,Premier-League,2020-2021,1
Saliba_Ars_13,Premier-League_2020-2021_4,2020-08-27,DF,14.0,5,4,82.5,0.165,0.009,11,1,Arsenal,Manchester United,Premier-League,2020-2021,1
Donnarumma_Man_0,Premier-League_2020-2021_4,2020-08-27,GK,67.0,5,3,76.4,0.004,0.055,7,0,Arsenal,Manchester United,Premier-League,2020-2021,0
